WKT,fid,u,v,osmid,name,highway,oneway,reversed,length,lanes,ref,access,service,maxspeed,bridge,junction,tunnel,area,width,total_split_CYD
"LINESTRING (-81.9440127 26.4491071,-81.9440408 26.4490447,-81.944069 26.4489819,-81.9441294 26.4488475,-81.944227 26.4486304)",2571,98272694,98336950,11036630,Mango Street,residential,False,True,57.139,,,,,,,,,,,29.109361868025797
"LINESTRING (-81.9399625 26.4476689,-81.9398507 26.4476292,-81.9396819 26.4475693,-81.9393989 26.4474688)",2575,98272698,98272699,882352979,Estero Boulevard,secondary,False,True,60.361,2,CR 865,,,25 mph,,,,,,11.645993008408855
"LINESTRING (-81.9399625 26.4476689,-81.9399341 26.4477284,-81.9397971 26.448016)",2574,98272698,5723414861,11036142,School Street,residential,False,False,41.962,,,,,,,,,,,148.2053782073961
"LINESTRING (-81.9399625 26.4476689,-81.9399951 26.4476804)",2573,98272698,8793390779,882352979,Estero Boulevard,secondary,False,False,3.488,2,CR 865,,,25 mph,,,,,,75.42916321083341
"LINESTRING (-81.9393989 26.4474688,-81.939475 26.447328,-81.939524 26.447267,-81.939578 26.447208,-81.939661 26.4471072)",2577,98272699,5736734526,11037614,Pompano Street,unclassified,False,False,48.155,,,,,,,,,,,2.09088291463711
"LINESTRING (-81.937621 26.446085,-81.9375596 26.4460498)",2580,98272728,5736939822,11041092,Estero Boulevard,secondary,False,True,7.259,2,CR 865,,,25 mph,,,,,,6.906658401898069
"LINESTRING (-81.937621 26.446085,-81.9377048 26.4461411)",2579,98272728,5736939831,11041092,Estero Boulevard,secondary,False,False,10.417,2,CR 865,,,25 mph,,,,,,13.219775847383023
"LINESTRING (-81.937621 26.446085,-81.9375836 26.446138,-81.9375508 26.4461844)",2581,98272728,5821266202,615615475,,service,False,True,13.077,,,,driveway,,,,,,,199.51069875795403
"LINESTRING (-81.9348395 26.4446642,-81.935053 26.4447727,-81.9352317 26.4448635)",2584,98272741,5737200755,11041092,Estero Boulevard,secondary,False,False,44.898,2,CR 865,,,25 mph,,,,,,70.10078417030657
"LINESTRING (-81.9348395 26.4446642,-81.9347102 26.4445985)",2582,98272741,5744360272,11041092,Estero Boulevard,secondary,False,True,14.802,2,CR 865,,,25 mph,,,,,,0.0674478359560358
"LINESTRING (-81.9348395 26.4446642,-81.9347715 26.4447209,-81.934695 26.444784,-81.9346402 26.4448302)",2583,98272741,5816062160,11029817,Voorhis Street,residential,False,False,27.101,,,,,,,,,,,30.14918267234802
"LINESTRING (-81.9341549 26.4443164,-81.9342262 26.4443526)",2585,98272744,5771851552,11041092,Estero Boulevard,secondary,False,False,8.16,2,CR 865,,,25 mph,,,,,,0.0
"LINESTRING (-81.9341549 26.4443164,-81.9339826 26.4442289)",2586,98272744,5771853753,11041092,Estero Boulevard,secondary,False,True,19.721,2,CR 865,,,25 mph,,,,,,2.742878662212124
"LINESTRING (-81.9341549 26.4443164,-81.9341014 26.4443797,-81.934091 26.444392,-81.9340285 26.4444524)",2587,98272744,5816061908,11032741,Eucalyptus Court,residential,False,False,19.698,,,,,,,,,,,0.0
"LINESTRING (-81.9328224 26.4436027,-81.9327271 26.4435495)",2589,98272745,5773169806,11041092,Estero Boulevard,secondary,False,True,11.181,2,CR 865,,,25 mph,,,,,,0.3822044037508696
"LINESTRING (-81.9328224 26.4436027,-81.9329268 26.443661)",2588,98272745,5796086069,11041092,Estero Boulevard,secondary,False,False,12.25,2,CR 865,,,25 mph,,,,,,0.3822044037508696
"LINESTRING (-81.9328224 26.4436027,-81.9327835 26.4436612,-81.932681 26.443815,-81.93257 26.443965,-81.9324869 26.4440548)",2590,98272745,5796086093,11041748,Washington Avenue,residential,False,False,60.462,,,,,20 mph,,,,,,720.9724011460523
"LINESTRING (-81.9316135 26.4429294,-81.9315694 26.4429973,-81.9315486 26.4430293,-81.9315026 26.4431002,-81.9314723 26.4431468,-81.9313993 26.4432461,-81.9313036 26.443338,-81.9312249 26.4434104,-81.930876 26.4436864,-81.9306199 26.4438995,-81.930119 26.44431,-81.929988 26.4444142,-81.929883 26.4445076,-81.9298222 26.4445893,-81.9297353 26.4447272,-81.9297001 26.4447884)",2593,98272746,5694073697,11038169,Mid Island Drive,residential,False,False,283.515,,,,,25 mph,,,,,,281.3249237726254
"LINESTRING (-81.9316135 26.4429294,-81.9317064 26.442981)",2591,98272746,5773170175,11041092,Estero Boulevard,secondary,False,False,10.884,2,CR 865,,,25 mph,,,,,,733.450250797919
"LINESTRING (-81.9316135 26.4429294,-81.9314065 26.4428194)",2592,98272746,5816061000,11041092,Estero Boulevard,secondary,False,True,23.966,2,CR 865,,,25 mph,,,,,,164.28044577691796
"LINESTRING (-81.9310314 26.4426202,-81.9311086 26.4425519,-81.9313891 26.4423034)",2596,98272749,2019424537,11042460,,service,False,True,50.092,,,,,,,,,,,0.9105457854064838
"LINESTRING (-81.9310314 26.4426202,-81.9309712 26.4426677,-81.9309471 26.4426866,-81.9308635 26.4427525,-81.9306618 26.4429114)",2597,98272749,5737200859,191356589,Connecticut Street,residential,False,False,49.016,,,,,,,,,,,154.3993378093587
"LINESTRING (-81.9310314 26.4426202,-81.9309748 26.4425876,-81.9309338 26.442564,-81.9307449 26.4424551,-81.9306421 26.4423959)",2595,98272749,5773170246,11041092,Estero Boulevard,secondary,False,True,46.09,2,CR 865,,,25 mph,,,,,,0.843097949450448
"LINESTRING (-81.9310314 26.4426202,-81.9312 26.4427098,-81.9313048 26.4427655)",2594,98272749,5816060990,11041092,Estero Boulevard,secondary,False,False,31.654,2,CR 865,,,25 mph,,,,,,10.488138491163571
"LINESTRING (-81.9299579 26.4420016,-81.9298966 26.4420665,-81.929831 26.442136,-81.9297898 26.4421724,-81.9297517 26.4422061,-81.929745 26.442212,-81.928279 26.443426,-81.928146 26.443532,-81.927461 26.444102,-81.927222 26.444292,-81.9270191 26.4444608)",2598,98272750,98333652,11034329,Andre Mar Drive,residential,False,False,400.64,,,,,,,,,,,663.9789797632021
"LINESTRING (-81.9299579 26.4420016,-81.93006 26.4420604,-81.9302777 26.4421859,-81.9304714 26.4422975)",2599,98272750,5773170258,11041092,Estero Boulevard,secondary,False,False,60.798,2,CR 865,,,25 mph,,,,,,166.28139824361367
"LINESTRING (-81.927989 26.440901,-81.9279353 26.4409546,-81.927913 26.440977,-81.9278464 26.4410344,-81.9277529 26.4411149,-81.92756 26.441281,-81.925585 26.442916,-81.9254798 26.4430016)",2602,98272752,98380902,11036956,Bay Mar Drive,residential,False,False,342.065,,,,,,,,,,,636.2579191852714
"LINESTRING (-81.927989 26.440901,-81.9281234 26.4409761,-81.9282672 26.4410565,-81.9284612 26.4411649)",2603,98272752,5741904810,11041092,Estero Boulevard,secondary,False,False,55.42,2,CR 865,,,25 mph,,,,,,214.50660095217927
"LINESTRING (-81.927989 26.440901,-81.9278457 26.4408197)",2601,98272752,5773679869,11041092,Estero Boulevard,secondary,False,True,16.89,2,CR 865,,,25 mph,,,,,,123.15974845572144
"LINESTRING (-81.9273263 26.4405251,-81.927281 26.4405812,-81.927265 26.440601,-81.9272037 26.4406561,-81.927137 26.440716,-81.9271215 26.4407289,-81.926061 26.441607,-81.925865 26.441765,-81.925003 26.442487,-81.9248729 26.4425955)",2604,98272754,98421246,11039897,Hibiscus Drive,residential,False,False,335.869,,,,,,,,,,,1690.7373865219356
"LINESTRING (-81.9273263 26.4405251,-81.9273853 26.4405585,-81.9275755 26.4406665,-81.9278457 26.4408197)",2605,98272754,5773679869,11041092,Estero Boulevard,secondary,False,False,61.216,2,CR 865,,,25 mph,,,,,,765.1732163092414
"LINESTRING (-81.9253799 26.4394211,-81.925519 26.439286,-81.925724 26.439119)",2609,98272759,98444443,11041993,Hercules Drive,residential,False,True,48.026,,,,,,,,,,,300.5475570200957
"LINESTRING (-81.9253799 26.4394211,-81.9253266 26.4394716,-81.925318 26.43948,-81.925161 26.439616,-81.9250983 26.4396681,-81.923692 26.440837,-81.923514 26.440993,-81.923264 26.441192,-81.923063 26.441363)",2610,98272759,98444458,166092068,Hercules Drive,residential,False,False,316.014,,,,,,,,,,,150.67846552578405
"LINESTRING (-81.9253799 26.4394211,-81.9253298 26.4393927,-81.9252305 26.4393363)",2608,98272759,5781895512,11041092,Estero Boulevard,secondary,False,True,17.612,2,CR 865,,,25 mph,,,,,,226.3774200804416
"LINESTRING (-81.9253799 26.4394211,-81.9256281 26.4395619)",2607,98272759,5816002624,11041092,Estero Boulevard,secondary,False,False,29.254,2,CR 865,,,25 mph,,,,,,3.057635230006958
"LINESTRING (-81.891569 26.405518,-81.891468 26.405853,-81.89143 26.405908,-81.891372 26.405947)",247,98274443,98274447,11028948,Starfish Circle,residential,False,False,53.0,,,,,20 mph,,,,,,2619.8762920403
"LINESTRING (-81.891569 26.405518,-81.891785 26.405567,-81.892011 26.405626,-81.892273 26.405704,-81.89253 26.405792,-81.892833 26.405904,-81.893067 26.406002)",249,98274443,98291437,11037501,Buccaneer Drive,residential,False,True,158.909,,,,,20 mph,,,,,,1140.273114672742
"LINESTRING (-81.891569 26.405518,-81.891095 26.405426,-81.890818 26.405384,-81.890679 26.405367,-81.890568 26.405328)",248,98274443,98388518,11037501,Buccaneer Drive,residential,False,False,102.13,,,,,20 mph,,,,,,503.81847263259874
"LINESTRING (-81.9014988 26.4205854,-81.901421 26.42066,-81.901289 26.420768,-81.90111 26.4209,-81.90071 26.421195,-81.900562 26.421297)",253,98275373,98275382,165353733,Albatross Street,residential,False,False,122.442,,,,,,,,,,,0.1348956719120716
"LINESTRING (-81.9014988 26.4205854,-81.90082 26.419247,-81.900767 26.419182,-81.900699 26.419129,-81.900616 26.419092,-81.900548 26.419076,-81.900477 26.419069,-81.896621 26.419071,-81.896459 26.419084,-81.895513 26.419238,-81.89514 26.419287)",252,98275373,98313024,11032442,Fairview Boulevard,residential,False,False,738.205,,,,,,,,,,,11.128892932745911
"LINESTRING (-81.9019319 26.4201934,-81.9015527 26.4204843,-81.9014988 26.4205854)",1836,5802469980,98275373,11029170,Albatross Street,residential,True,False,62.178,,,,,,,,,,,0.0674478359560358
"LINESTRING (-81.9014988 26.4205854,-81.9015952 26.4205351,-81.901985 26.4202499)",251,98275373,5802470186,11029167,Albatross Street,residential,True,False,61.234,,,,,,,,,,,0.0674478359560358
"LINESTRING (-81.900562 26.421297,-81.899999 26.42171,-81.899677 26.421937)",255,98275382,98275387,165353733,Albatross Street,residential,False,False,113.279,,,,,,,,,,,0.0
"LINESTRING (-81.900562 26.421297,-81.900456 26.421102,-81.8999483 26.4200814)",254,98275382,98538693,11051563,Clearview Boulevard,residential,False,False,148.354,,,,,,,,,,,0.0
"LINESTRING (-81.899677 26.421937,-81.899604 26.421822,-81.8987379 26.4200845)",257,98275387,98316112,11032702,Sunview Boulevard,residential,False,False,226.287,,,,,,,,,,,0.0
"LINESTRING (-81.94966 26.4529842,-81.949674 26.4543198,-81.9496022 26.4543714,-81.9492659 26.4542551)",2612,98280095,98280274,"[11029595, 11029574]","['Carolina Avenue', 'Ostego Drive']",residential,False,False,193.575,,,,,,,,,,,1303.901564702085
"LINESTRING (-81.94966 26.4529842,-81.9496568 26.4527953)",2611,98280095,5720786980,11029574,Carolina Avenue,residential,False,True,21.007,,,,,,,,,,,389.713596153975
"LINESTRING (-81.9492659 26.4542551,-81.9490024 26.4541689)",2614,98280274,98280276,11029595,Ostego Drive,residential,False,False,27.928,,,,,,,,,,,474.90021296644824
"LINESTRING (-81.933191 26.44608,-81.933022 26.446214,-81.932948 26.446251,-81.932863 26.446243,-81.932753 26.44619,-81.932314 26.44596)",2620,98282945,98316531,11050935,Shell Mound Boulevard,residential,False,False,102.497,,,,,,,,,,,908.34248943192
"LINESTRING (-81.933191 26.44608,-81.933323 26.445959,-81.933596 26.445721,-81.9337247 26.4456045)",2619,98282945,5737200782,11029817,Voorhis Street,residential,False,True,74.964,,,,,,,,,,,952.363443699226
"LINESTRING (-81.889452 26.405301,-81.889455 26.406152)",260,98285619,98285620,11029977,Tarpon Road,residential,False,False,94.627,,,,,20 mph,,,,,,698.2649630408537
"LINESTRING (-81.889452 26.405301,-81.889689 26.405302,-81.890568 26.405328)",262,98285619,98388518,11037501,Buccaneer Drive,residential,False,True,111.195,,,,,20 mph,,,,,,499.25450239957365
"LINESTRING (-81.889452 26.405301,-81.8894435 26.4047763)",261,98285619,5820587794,11029977,Tarpon Road,residential,False,True,58.35,,,,,20 mph,,,,,,299.26604813693103
"LINESTRING (-81.889455 26.406152,-81.889654 26.406152,-81.889932 26.406162,-81.890023 26.406172,-81.890198 26.406209,-81.890333 26.40627)",265,98285620,98291458,11030442,Lagoon Road,residential,False,True,89.626,,,,,20 mph,,,,,,1074.2416832717827
"LINESTRING (-81.912105 26.4316748,-81.9123416 26.4316819,-81.912465 26.4317357,-81.9126647 26.4317455)",268,98286233,1412670487,11030025,Easy Street,residential,False,False,57.152,,,,,,,,,,,363.9710054307547
"LINESTRING (-81.940882 26.458097,-81.940885 26.458026)",2622,98289577,1756886973,11042464,Cortez Way,residential,False,True,7.9,,,,,,,,,,,0.0
"LINESTRING (-81.9425759 26.458083,-81.9426302 26.458043)",2625,98289583,98289591,11030239,Spanish Main Street,residential,True,False,7.0,,,,,,,,,,,0.0
"LINESTRING (-81.9425759 26.458083,-81.942574 26.45835,-81.942589 26.459802)",2626,98289583,98481251,168027699,Galleon Way,residential,False,False,191.152,,,,,,,,,,,0.0
"LINESTRING (-81.9426302 26.458043,-81.942509 26.458011,-81.9416941 26.4580185)",2628,98289591,1756886972,11030241,Spanish Main Street,residential,True,False,93.705,,,,,,,,,,,0.0
"LINESTRING (-81.9426302 26.458043,-81.9426927 26.4580302)",2627,98289591,7011867623,168027412,Main Street,residential,False,True,6.383,,,,,,,,,,,0.0
"LINESTRING (-81.9566623 26.4560071,-81.9562481 26.4567825)",2629,98291380,98291386,11030438,Bonita Street,unclassified,False,False,95.573,,,,,,,,,,,1391.1565818172096
"LINESTRING (-81.9566623 26.4560071,-81.9552105 26.4553545,-81.9551362 26.4553211)",2631,98291380,98298112,166092631,Third Street,unclassified,False,True,169.999,,,,,,,,,,,1552.2894619161793
"LINESTRING (-81.9562481 26.4567825,-81.9565502 26.4569141)",2634,98291386,5720788166,602188086,,service,False,True,33.445,,,,,,,,,,,0.0
"LINESTRING (-81.9562481 26.4567825,-81.9558722 26.4566187)",2633,98291386,5720788167,602188086,,service,False,False,41.618,,,,,,,,,,,0.0
"LINESTRING (-81.893067 26.406002,-81.892881 26.406321,-81.892839 26.406374,-81.892783 26.406424,-81.892708 26.406463,-81.892624 26.406484,-81.89226 26.406517,-81.892091 26.406546,-81.892006 26.406572,-81.891679 26.4067,-81.891519 26.406748,-81.891094 26.406866,-81.890838 26.406928,-81.890767 26.406931,-81.890694 26.40692,-81.890617 26.406876,-81.890573 26.406804,-81.89048 26.406565,-81.890376 26.406328,-81.890333 26.40627)",269,98291437,98291458,11030442,Lagoon Road,residential,False,False,354.907,,,,,20 mph,,,,,,1511.685864670646
"LINESTRING (-81.893067 26.406002,-81.893292 26.4061,-81.893611 26.406268,-81.893942 26.406458)",271,98291437,98315998,11037501,Buccaneer Drive,residential,False,True,100.927,,,,,20 mph,,,,,,988.4705185476905
"LINESTRING (-81.890333 26.40627,-81.890357 26.406178,-81.890378 26.406018,-81.890399 26.40593,-81.890428 26.405843,-81.890457 26.405776,-81.890506 26.405638,-81.890549 26.405479,-81.890562 26.405404,-81.890568 26.405328)",274,98291458,98388518,11041761,Redfish Road,residential,False,True,107.716,,,,,20 mph,,,,,,875.2312226305025
"LINESTRING (-81.9551362 26.4553211,-81.9549045 26.4557491,-81.9548672 26.4558181)",2637,98298112,98298114,166092638,Old San Carlos Boulevard,unclassified,False,False,61.411,,,,,25 mph,,,,,,192.7524255951592
"LINESTRING (-81.9551362 26.4553211,-81.9552612 26.4550904,-81.9553977 26.4548386)",2638,98298112,4277774371,166092638,Old San Carlos Boulevard,unclassified,False,True,59.634,,,,,25 mph,,,,,,277.907566750853
"LINESTRING (-81.9551362 26.4553211,-81.9550553 26.4552851,-81.9549751 26.4552494)",2635,98298112,7248969651,11054062,Third Street,unclassified,False,True,17.91,,,,,,,,,,,200.97206853700143
"LINESTRING (-81.9548672 26.4558181,-81.9548306 26.4558858,-81.9545923 26.4563261)",2639,98298114,5720788160,166092638,Old San Carlos Boulevard,unclassified,False,False,62.767,,,,,25 mph,,,,,,396.75964675018224
"LINESTRING (-81.9545023 26.4556586,-81.9547865 26.4557828,-81.9548672 26.4558181)",4319,7248969646,98298114,962212585,Second Street,unclassified,True,False,40.424,,,,,,,,,,,65.85606702747339
"LINESTRING (-81.9514863 26.4653742,-81.9513703 26.4652919,-81.951319 26.465262,-81.95119 26.465184,-81.95113 26.465139,-81.950997 26.465029,-81.9509521 26.4649863)",2644,98304359,7116525259,11038746,Buttonwood Drive,residential,False,True,68.661,,,,,,,,,,,19.908352913023244
"LINESTRING (-81.9514863 26.4653742,-81.951387 26.4657576)",2643,98304359,7456537825,159607668,San Carlos Boulevard,secondary,False,False,43.763,4,FL 865,,,45 mph,,,,,,64.04172024025603
"LINESTRING (-81.9514863 26.4653742,-81.9516982 26.464603)",2642,98304359,8793196287,86846348,San Carlos Boulevard,secondary,False,True,88.31,4,FL 865,,,45 mph,,,,,,139.31350516719203
"LINESTRING (-81.9203452 26.4363058,-81.9203041 26.4363551,-81.920105 26.4365939,-81.9199871 26.4367352)",2646,98309788,98309790,11032129,Sanders Drive,service,False,False,59.591,,,,,,,,,,,82.98332083790942
"LINESTRING (-81.9203452 26.4363058,-81.9204323 26.4363717,-81.9204923 26.4364172)",2648,98309788,1387614715,606412711,,service,False,True,19.183,,,,parking_aisle,,,,,,,91.79650473616476
"LINESTRING (-81.9199871 26.4367352,-81.9197295 26.4370386,-81.9195867 26.4372068,-81.919509 26.4372983)",2650,98309790,98309793,11032129,Sanders Drive,service,False,False,78.655,,,,,,,,,,,15.737828389741695
"LINESTRING (-81.9199871 26.4367352,-81.9200469 26.4367699)",2649,98309790,1387614718,124772924,,service,False,False,7.095,,,,parking_aisle,,,,,,,2.5405351543440164
"LINESTRING (-81.919509 26.4372983,-81.9194475 26.4373732,-81.919411 26.437474,-81.9194018 26.4374981,-81.9193893 26.4375308)",2652,98309793,98309799,11032129,Sanders Drive,service,False,False,28.795,,,,,,,,,,,21.74068578982888
"LINESTRING (-81.919509 26.4372983,-81.9195858 26.437361,-81.9197463 26.4374922,-81.9197865 26.4373956,-81.9198366 26.4372752,-81.9199667 26.4369626,-81.9199932 26.4368989,-81.9200469 26.4367699)",2654,98309793,1387614718,"[606412712, 606412710]",,service,False,True,117.698,,,,parking_aisle,,,,,,,13.197293235397678
"LINESTRING (-81.9193893 26.4375308,-81.9195584 26.4376506)",2655,98309799,98309801,606399738,,service,False,False,21.469,,,,parking_aisle,,,,,,,8.903114346196729
"LINESTRING (-81.9193893 26.4375308,-81.919343 26.4375878,-81.9190572 26.4379391,-81.9191617 26.4380202,-81.9192136 26.4380604)",2656,98309799,98309804,"[11032129, 606399739]",Sanders Drive,service,False,False,76.768,,,,parking_aisle,,,,,,,59.62388698513568
"LINESTRING (-81.9195584 26.4376506,-81.9195172 26.4376996,-81.9194932 26.4377281,-81.9192136 26.4380604)",2660,98309801,98309804,606399738,,service,False,False,57.052,,,,parking_aisle,,,,,,,51.44021622247
"LINESTRING (-81.9195584 26.4376506,-81.9200389 26.4380049,-81.9197204 26.4387061)",2659,98309801,1387614737,124772923,,service,False,False,146.147,,,,parking_aisle,,,,,,,201.4891686126644
"LINESTRING (-81.9192136 26.4380604,-81.9191358 26.4381635,-81.919069 26.438242,-81.9189846 26.4383446)",2661,98309804,98309808,606399738,,service,False,False,38.979,,,,parking_aisle,,,,,,,52.29455547791312
"LINESTRING (-81.895124 26.40765,-81.89526 26.407637,-81.895407 26.407605,-81.895482 26.40758,-81.895628 26.40752,-81.895766 26.407447,-81.8958076 26.4074187)",277,98315980,5798972596,11037499,Buccaneer Drive,residential,True,False,73.82,,,,,20 mph,,,,,,31.589193970009383
"LINESTRING (-81.895124 26.40765,-81.895131 26.407715,-81.89511 26.407848,-81.895079 26.4079327)",276,98315980,6947764573,11032692,Bucaneer Lagoon Lane,residential,False,False,32.108,,,,,20 mph,,,,,,296.6041068778661
"LINESTRING (-81.8944768 26.4080993,-81.8945194 26.4080207,-81.8945454 26.4080054,-81.8945868 26.4079992,-81.8946414 26.4080006,-81.89489 26.4080216,-81.8949573 26.4080182,-81.8950041 26.4080011,-81.8950478 26.4079693,-81.895079 26.4079327)",279,98315994,6947764573,11032692,Bucaneer Lagoon Lane,residential,False,True,69.776,,,,,20 mph,,,,,,3938.301624084918
