WKT,fid,u,v,osmid,name,highway,oneway,reversed,length,lanes,ref,access,service,maxspeed,bridge,junction,tunnel,area,width,split_CYD
"LINESTRING (-81.9135851 26.5057137,-81.9136201 26.5056297,-81.9136522 26.5055481,-81.9136737 26.5054737,-81.9136737 26.5054017,-81.9136737 26.5053177,-81.9136603 26.5052457,-81.9136308 26.5051713,-81.9135932 26.5051113,-81.9135396 26.5050273,-81.9134779 26.5049552,-81.9131947 26.504723,-81.913078 26.5046272)",26595,1800580274,1928648249,168875280,,service,True,False,144.854,,,,,,,,,,,0.0
"LINESTRING (-81.9128216 26.5086117,-81.912769 26.5088163)",26596,1800580276,1800591399,168874771,,service,False,False,23.345,,,,,,,,,,,0.0
"LINESTRING (-81.9128216 26.5086117,-81.9126618 26.5085855,-81.9124958 26.5085278,-81.9123865 26.5084474,-81.9123006 26.5083552)",26597,1800580276,1800580306,168874768,,service,False,False,61.313,,,,,,,,,,,0.0
"LINESTRING (-81.9128216 26.5086117,-81.9129471 26.508629,-81.9130901 26.5086514,-81.9131917 26.5086633)",26598,1800580276,1800591411,168874768,,service,False,True,37.277,,,,,,,,,,,0.0
"LINESTRING (-81.9128216 26.5086117,-81.912882 26.5084294,-81.9129387 26.5083396,-81.9130085 26.5082988)",26599,1800580276,1800580271,168874771,,service,False,True,40.908,,,,,,,,,,,0.0
"LINESTRING (-81.9132199 26.5083045,-81.9130939 26.5082781,-81.9130085 26.5082988)",26600,1800580292,1800580271,168874771,,service,False,False,21.681,,,,,,,,,,,0.0
"LINESTRING (-81.9120832 26.5078573,-81.9120357 26.5077979)",26601,1800580293,11411639444,168874769,,service,True,False,8.122,,,,,,,,,,,0.0
"LINESTRING (-81.9120832 26.5078573,-81.9119985 26.5079154)",26602,1800580293,1800580394,881592123,,service,False,False,10.619,,,,,,,,,,,0.0
"LINESTRING (-81.9120832 26.5078573,-81.9121353 26.507817,-81.9121729 26.5077726,-81.9122037 26.507733,-81.9122265 26.5076982,-81.9122466 26.5076574,-81.9122601 26.5076154,-81.9122627 26.5075742)",26603,1800580293,6200140895,168874766,,service,True,False,37.306,,,,driveway,,,,,,,0.0
"LINESTRING (-81.9111158 26.5075221,-81.9111168 26.5075656)",26604,1800580297,1757897229,881592119,Bass Road,residential,True,False,4.838,2,,,,40 mph,,,,,,0.0
"LINESTRING (-81.9126416 26.5092969,-81.9125967 26.5094618)",26605,1800580300,6200142904,168874771,,service,False,False,18.873,,,,,,,,,,,0.0
"LINESTRING (-81.9126416 26.5092969,-81.9126819 26.5091448)",26606,1800580300,1800591400,168874771,,service,False,True,17.382,,,,,,,,,,,0.0
"LINESTRING (-81.9126416 26.5092969,-81.9128636 26.5093453,-81.9132495 26.5093942,-81.9135069 26.5094062,-81.9137537 26.5094014,-81.9139445 26.5093861,-81.914199 26.509351,-81.9144864 26.5092877,-81.9145615 26.509261)",26607,1800580300,1800580305,662268736,,service,False,False,193.904,,,,parking_aisle,,,,,,,0.0
"LINESTRING (-81.9126416 26.5092969,-81.9125659 26.5092805,-81.9123348 26.5092142,-81.9121015 26.509111,-81.9119651 26.5090164,-81.9118524 26.5089276,-81.911729 26.5088076,-81.911611 26.5086444)",26608,1800580300,1800580357,662268736,,service,False,True,129.655,,,,parking_aisle,,,,,,,0.0
"LINESTRING (-81.9111191 26.5076613,-81.9111576 26.5093604)",26609,1800580303,1930139036,164026307,Bass Road,residential,True,False,188.97,2,,,,40 mph,,,,,,0.0
"LINESTRING (-81.9111191 26.5076613,-81.9112955 26.5076541)",26610,1800580303,1800580313,168874770,,service,True,False,17.571,,,,,,,,,,,0.0
"LINESTRING (-81.9145615 26.509261,-81.9144864 26.5092877,-81.914199 26.509351,-81.9139445 26.5093861,-81.9137537 26.5094014,-81.9135069 26.5094062,-81.9132495 26.5093942,-81.9128636 26.5093453,-81.9126416 26.5092969)",26611,1800580305,1800580300,662268736,,service,False,True,193.904,,,,parking_aisle,,,,,,,0.0
"LINESTRING (-81.9145615 26.509261,-81.9145266 26.5092109,-81.9144752 26.5091218)",26612,1800580305,1800591409,662268905,,service,False,False,17.715,,,,,,,,,,,0.0
"LINESTRING (-81.9145615 26.509261,-81.914611 26.5093447,-81.914642 26.5094174,-81.9146795 26.5094822,-81.9147386 26.5095326)",26613,1800580305,6200145201,662268905,,service,False,True,35.419,,,,,,,,,,,0.0
"LINESTRING (-81.9123006 26.5083552,-81.9123865 26.5084474,-81.9124958 26.5085278,-81.9126618 26.5085855,-81.9128216 26.5086117)",26614,1800580306,1800580276,168874768,,service,False,True,61.313,,,,,,,,,,,0.0
"LINESTRING (-81.9123006 26.5083552,-81.9121271 26.5079745,-81.9120832 26.5078573)",26615,1800580306,1800580293,881592124,,service,True,False,59.462,,,,,,,,,,,0.0
"LINESTRING (-81.9112955 26.5076541,-81.9112924 26.5075234)",26616,1800580313,1800580378,164026306,Bass Road,residential,True,False,14.536,2,,,,40 mph,,,,,,0.0
"LINESTRING (-81.9112955 26.5076541,-81.9113972 26.5076493,-81.9116191 26.5076387,-81.9116497 26.507645)",26617,1800580313,6200136011,168874770,,service,True,False,35.37,,,,,,,,,,,0.0
"LINESTRING (-81.911611 26.5086444,-81.9116285 26.5090207)",26618,1800580357,6200142908,662268541,,service,False,False,41.879,,,,,,,,,,,0.0
"LINESTRING (-81.911611 26.5086444,-81.9116083 26.5085364,-81.9116176 26.508343)",26619,1800580357,1800591426,662268541,,service,False,True,33.537,,,,,,,,,,,0.0
"LINESTRING (-81.911611 26.5086444,-81.911729 26.5088076,-81.9118524 26.5089276,-81.9119651 26.5090164,-81.9121015 26.509111,-81.9123348 26.5092142,-81.9125659 26.5092805,-81.9126416 26.5092969)",26620,1800580357,1800580300,662268736,,service,False,False,129.655,,,,parking_aisle,,,,,,,0.0
"LINESTRING (-81.9116915 26.5081308,-81.9120022 26.5085662,-81.9121153 26.50869,-81.9122704 26.5088062,-81.9124398 26.5088916,-81.9127252 26.5089817)",26621,1800580362,1800591397,168875904,,service,False,False,144.814,,,,parking_aisle,,,,,,,0.0
"LINESTRING (-81.9116915 26.5081308,-81.9116432 26.5082364,-81.9116191 26.5083132,-81.9116176 26.508343)",26622,1800580362,1800591426,662268541,,service,False,False,24.875,,,,,,,,,,,0.0
"LINESTRING (-81.9116915 26.5081308,-81.9117662 26.5080621,-81.9118293 26.5080207)",26623,1800580362,1800591393,662268541,,service,False,True,18.445,,,,,,,,,,,0.0
"LINESTRING (-81.9142436 26.5086115,-81.9141243 26.5086276,-81.9137675 26.5086708,-81.9136035 26.5086754)",26624,1800580365,1800586029,168874768,,service,False,False,64.159,,,,,,,,,,,0.0
"LINESTRING (-81.9142436 26.5086115,-81.9142503 26.5086876,-81.9142794 26.5087678,-81.9143002 26.5088102)",26625,1800580365,1800591390,662268905,,service,False,True,23.013,,,,,,,,,,,0.0
"LINESTRING (-81.9142436 26.5086115,-81.9142369 26.5085364,-81.9142633 26.5083909,-81.914427 26.5080084)",26626,1800580365,1800586058,662268908,,service,False,False,70.313,,,,parking_aisle,,,,,,,0.0
"LINESTRING (-81.9129709 26.5079195,-81.9130085 26.5082988)",26627,1800580377,1800580271,168874765,,service,False,False,42.342,,,,,,,,,,,0.0
"LINESTRING (-81.9112924 26.5075234,-81.911239 26.505242)",26628,1800580378,98108500,881592120,Bass Road,residential,True,False,253.736,2,,,,40 mph,,,,,,0.0
"LINESTRING (-81.9112924 26.5075234,-81.9111158 26.5075221)",26629,1800580378,1800580297,881592121,,service,True,False,17.573,,,,,,,,,,,0.0
"LINESTRING (-81.9116598 26.5075477,-81.9116497 26.507645)",26630,1800580380,6200136011,881592126,,service,False,True,10.866,,,,,,,,,,,0.0
"LINESTRING (-81.9116598 26.5075477,-81.9116619 26.5074366,-81.9116592 26.5073802,-81.9116338 26.507319,-81.9115989 26.5072601,-81.9115788 26.5072001,-81.9115731 26.5070153)",26631,1800580380,6200124633,168875733,,service,False,False,60.827,,,,,,,,,,,0.0
"LINESTRING (-81.9116598 26.5075477,-81.911603 26.5075355,-81.9113942 26.507529,-81.9112924 26.5075234)",26632,1800580380,1800580378,881592125,,service,True,False,36.75,,,,,,,,,,,0.0
"LINESTRING (-81.9119985 26.5079154,-81.9118293 26.5080207)",26633,1800580394,1800591393,662268541,,service,False,False,20.508,,,,,,,,,,,0.0
"LINESTRING (-81.9119985 26.5079154,-81.9120832 26.5078573)",26634,1800580394,1800580293,881592123,,service,False,True,10.619,,,,,,,,,,,0.0
"LINESTRING (-81.9119985 26.5079154,-81.9120698 26.5080511,-81.9123006 26.5083552)",26635,1800580394,1800580306,881592122,,service,True,False,57.55,,,,,,,,,,,0.0
"LINESTRING (-81.9146607 26.5066682,-81.9144607 26.5067139)",26636,1800586012,1800590216,168875275,,service,False,True,20.54,,,,,,,,,,,0.0
"LINESTRING (-81.9146607 26.5066682,-81.9146231 26.5065658,-81.914545 26.5063939,-81.9144327 26.5062322,-81.9142955 26.5060819,-81.9141346 26.5059523,-81.9138721 26.5058241,-81.9137694 26.5057852)",26637,1800586012,1800590233,662268908,,service,False,False,137.764,,,,parking_aisle,,,,,,,0.0
"LINESTRING (-81.9146607 26.5066682,-81.9146795 26.5067194,-81.9147117 26.506837,-81.9147251 26.5069882,-81.9147304 26.5071203,-81.9147117 26.5072691,-81.9146898 26.5073804,-81.9146362 26.5075197,-81.914427 26.5080084)",26638,1800586012,1800586058,662268908,,service,False,True,154.809,,,,parking_aisle,,,,,,,0.0
"LINESTRING (-81.9134452 26.5056739,-81.9132187 26.5062289)",26639,1800586022,1800586040,168875279,,service,True,False,65.7,,,,,,,,,,,0.0
"LINESTRING (-81.9134452 26.5056739,-81.9135851 26.5057137)",26640,1800586022,1800580274,662268908,,service,False,True,14.608,,,,parking_aisle,,,,,,,0.0
"LINESTRING (-81.9134452 26.5056739,-81.9133862 26.5056547,-81.9132634 26.5056196)",26641,1800586022,1800590246,662268908,,service,False,False,19.075,,,,parking_aisle,,,,,,,0.0
"LINESTRING (-81.9140625 26.5068049,-81.9142691 26.5067577)",26642,1800586024,1800590268,168875275,,service,False,False,21.217,,,,,,,,,,,0.0
"LINESTRING (-81.9140625 26.5068049,-81.9139875 26.5066714,-81.9139016 26.5065586,-81.9138104 26.5064794,-81.9136817 26.5063978,-81.9134986 26.5063274)",26643,1800586024,1800586050,422128546,,service,False,False,79.964,,,,,,,,,,,0.0
"LINESTRING (-81.9140625 26.5068049,-81.9141269 26.506921,-81.9141564 26.5070339,-81.9141377 26.5071659,-81.9140733 26.5073819,-81.9139714 26.5075931,-81.9139338 26.5077947,-81.9139188 26.5078279)",26644,1800586024,1800586025,422128546,,service,False,True,119.248,,,,,,,,,,,0.0
"LINESTRING (-81.9139188 26.5078279,-81.9140625 26.5078789)",26645,1800586025,1800590217,168875274,,service,False,True,15.382,,,,,,,,,,,0.0
"LINESTRING (-81.9139188 26.5078279,-81.913904 26.5078604)",26646,1800586025,11549027139,422128546,,service,False,True,3.902,,,,,,,,,,,0.0
"LINESTRING (-81.9139188 26.5078279,-81.9139338 26.5077947,-81.9139714 26.5075931,-81.9140733 26.5073819,-81.9141377 26.5071659,-81.9141564 26.5070339,-81.9141269 26.506921,-81.9140625 26.5068049)",26647,1800586025,1800586024,422128546,,service,False,False,119.248,,,,,,,,,,,0.0
"LINESTRING (-81.9136035 26.5086754,-81.91351 26.508678,-81.9133541 26.508679,-81.9131917 26.5086633)",26648,1800586029,1800591411,168874768,,service,False,False,41.075,,,,,,,,,,,0.0
"LINESTRING (-81.9136035 26.5086754,-81.9137675 26.5086708,-81.9141243 26.5086276,-81.9142436 26.5086115)",26649,1800586029,1800580365,168874768,,service,False,True,64.159,,,,,,,,,,,0.0
"LINESTRING (-81.9136035 26.5086754,-81.9136227 26.5084788,-81.9137538 26.5081905)",26650,1800586029,11549027133,422128546,,service,False,False,56.554,,,,,,,,,,,0.0
"LINESTRING (-81.9132187 26.5062289,-81.9132955 26.506249,-81.9133417 26.5062669)",26651,1800586040,1800586064,422128546,,service,False,True,12.972,,,,,,,,,,,0.0
"LINESTRING (-81.9132187 26.5062289,-81.9131341 26.5062067,-81.9130487 26.5061962,-81.9129575 26.506189,-81.9128502 26.5061962,-81.9127677 26.5062218,-81.9126543 26.5062676,-81.9125685 26.5063156,-81.9125015 26.5063625,-81.9124639 26.5063961,-81.912425 26.5064357)",26652,1800586040,6200136003,883338062,,service,False,False,87.92,,,,,,,,,,,0.0
"LINESTRING (-81.9134986 26.5063274,-81.9133836 26.5065404,-81.9133437 26.5066306,-81.9133786 26.5066978,-81.9134805 26.5067506,-81.9137756 26.506837,-81.9138694 26.506849,-81.9140625 26.5068049)",26653,1800586050,1800586024,168875273,,service,True,False,117.204,,,,,,,,,,,0.0
"LINESTRING (-81.9134986 26.5063274,-81.9136817 26.5063978,-81.9138104 26.5064794,-81.9139016 26.5065586,-81.9139875 26.5066714,-81.9140625 26.5068049)",26654,1800586050,1800586024,422128546,,service,False,True,79.964,,,,,,,,,,,0.0
"LINESTRING (-81.9134986 26.5063274,-81.9134345 26.5063027,-81.9133417 26.5062669)",26655,1800586050,1800586064,422128546,,service,False,False,17.001,,,,,,,,,,,0.0
"LINESTRING (-81.914427 26.5080084,-81.9142537 26.5079468)",26656,1800586058,1800590225,168875274,,service,False,False,18.555,,,,,,,,,,,0.0
"LINESTRING (-81.914427 26.5080084,-81.9146362 26.5075197,-81.9146898 26.5073804,-81.9147117 26.5072691,-81.9147304 26.5071203,-81.9147251 26.5069882,-81.9147117 26.506837,-81.9146795 26.5067194,-81.9146607 26.5066682)",26657,1800586058,1800586012,662268908,,service,False,False,154.809,,,,parking_aisle,,,,,,,0.0
"LINESTRING (-81.914427 26.5080084,-81.9142633 26.5083909,-81.9142369 26.5085364,-81.9142436 26.5086115)",26658,1800586058,1800580365,662268908,,service,False,True,70.313,,,,parking_aisle,,,,,,,0.0
"LINESTRING (-81.9133417 26.5062669,-81.9135851 26.5057137)",26659,1800586064,1800580274,168875280,,service,True,False,66.11,,,,,,,,,,,0.0
"LINESTRING (-81.9133417 26.5062669,-81.9132955 26.506249,-81.9132187 26.5062289)",26660,1800586064,1800586040,422128546,,service,False,False,12.972,,,,,,,,,,,0.0
"LINESTRING (-81.9133417 26.5062669,-81.9134345 26.5063027,-81.9134986 26.5063274)",26661,1800586064,1800586050,422128546,,service,False,True,17.001,,,,,,,,,,,0.0
"LINESTRING (-81.91318 26.5057807,-81.9132634 26.5056196)",26662,1800590149,1800590246,168875732,,service,False,False,19.743,,,,parking_aisle,,,,,,,0.0
"LINESTRING (-81.91318 26.5057807,-81.9129763 26.5057521,-81.9128498 26.5057579,-81.9127211 26.5057699,-81.91259 26.5057905,-81.912477 26.5058371,-81.9123348 26.5059139,-81.9122118 26.5059969,-81.9121669 26.5060293,-81.9120978 26.5061056,-81.9120374 26.5061812,-81.9120026 26.50624,-81.9119905 26.5062832,-81.9119905 26.5063132)",26663,1800590149,6200136038,168875731,,service,False,False,146.161,,,,parking_aisle,,,,,,,0.0
"LINESTRING (-81.91318 26.5057807,-81.9130943 26.5059465,-81.9129575 26.5059249,-81.9128422 26.5059249,-81.9127322 26.5059489,-81.9126066 26.5059871,-81.9124988 26.5060281,-81.9124076 26.5060857,-81.9123223 26.506143,-81.912256 26.506204,-81.9122225 26.506252,-81.912189 26.50633)",26664,1800590149,6200136006,168875732,,service,False,True,128.498,,,,parking_aisle,,,,,,,0.0
"LINESTRING (-81.9144607 26.5067139,-81.9146607 26.5066682)",26665,1800590216,1800586012,168875275,,service,False,False,20.54,,,,,,,,,,,0.0
"LINESTRING (-81.9144607 26.5067139,-81.9142691 26.5067577)",26666,1800590216,1800590268,168875275,,service,False,True,19.678,,,,,,,,,,,0.0
"LINESTRING (-81.9144607 26.5067139,-81.9145155 26.5068716,-81.9145396 26.5069772,-81.9145423 26.5070828,-81.9145293 26.5071971,-81.9145024 26.5073195,-81.9143948 26.5076109,-81.9142537 26.5079468)",26667,1800590216,1800590225,168875729,,service,False,False,142.767,,,,parking_aisle,,,,,,,0.0
"LINESTRING (-81.9144607 26.5067139,-81.9144032 26.506561,-81.9143465 26.5064419,-81.9142932 26.5063474,-81.9142101 26.5062586,-81.9141078 26.5061683,-81.9140166 26.5060987,-81.9138905 26.5060243,-81.9137067 26.5059479)",26668,1800590216,1800590219,168875729,,service,False,True,118.405,,,,parking_aisle,,,,,,,0.0
"LINESTRING (-81.9140625 26.5078789,-81.9139188 26.5078279)",26669,1800590217,1800586025,168875274,,service,False,False,15.382,,,,,,,,,,,0.0
"LINESTRING (-81.9140625 26.5078789,-81.9142537 26.5079468)",26670,1800590217,1800590225,168875274,,service,False,True,20.469,,,,,,,,,,,0.0
"LINESTRING (-81.9140625 26.5078789,-81.9138453 26.5083876,-81.9140273 26.5084582,-81.9142537 26.5079468)",26671,1800590217,1800590225,168875729,,service,False,True,141.456,,,,parking_aisle,,,,,,,0.0
"LINESTRING (-81.9140625 26.5078789,-81.9143174 26.5072739,-81.9143465 26.5071572,-81.9143331 26.5070132,-81.914312 26.5068946,-81.9142691 26.5067577)",26672,1800590217,1800590268,168875729,,service,False,False,130.424,,,,parking_aisle,,,,,,,0.0
"LINESTRING (-81.9137067 26.5059479,-81.9137694 26.5057852)",26673,1800590219,1800590233,168875729,,service,False,False,19.137,,,,parking_aisle,,,,,,,0.0
"LINESTRING (-81.9137067 26.5059479,-81.9138905 26.5060243,-81.9140166 26.5060987,-81.9141078 26.5061683,-81.9142101 26.5062586,-81.9142932 26.5063474,-81.9143465 26.5064419,-81.9144032 26.506561,-81.9144607 26.5067139)",26674,1800590219,1800590216,168875729,,service,False,False,118.405,,,,parking_aisle,,,,,,,0.0
"LINESTRING (-81.9137067 26.5059479,-81.9136388 26.5061242,-81.9137778 26.5061755,-81.913869 26.5062283,-81.9139553 26.5062874,-81.9140514 26.5063699,-81.9141189 26.5064458,-81.9141886 26.5065466,-81.9142691 26.5067577)",26675,1800590219,1800590268,168875729,,service,False,True,119.339,,,,parking_aisle,,,,,,,0.0
"LINESTRING (-81.9142537 26.5079468,-81.9140625 26.5078789)",26676,1800590225,1800590217,168875274,,service,False,False,20.469,,,,,,,,,,,0.0
"LINESTRING (-81.9142537 26.5079468,-81.9140273 26.5084582,-81.9138453 26.5083876,-81.9140625 26.5078789)",26677,1800590225,1800590217,168875729,,service,False,False,141.456,,,,parking_aisle,,,,,,,0.0
"LINESTRING (-81.9142537 26.5079468,-81.914427 26.5080084)",26678,1800590225,1800586058,168875274,,service,False,True,18.555,,,,,,,,,,,0.0
"LINESTRING (-81.9142537 26.5079468,-81.9143948 26.5076109,-81.9145024 26.5073195,-81.9145293 26.5071971,-81.9145423 26.5070828,-81.9145396 26.5069772,-81.9145155 26.5068716,-81.9144607 26.5067139)",26679,1800590225,1800590216,168875729,,service,False,True,142.767,,,,parking_aisle,,,,,,,0.0
"LINESTRING (-81.9137694 26.5057852,-81.9137067 26.5059479)",26680,1800590233,1800590219,168875729,,service,False,True,19.137,,,,parking_aisle,,,,,,,0.0
"LINESTRING (-81.9137694 26.5057852,-81.9135851 26.5057137)",26681,1800590233,1800580274,662268908,,service,False,False,19.988,,,,parking_aisle,,,,,,,0.0
"LINESTRING (-81.9137694 26.5057852,-81.9138721 26.5058241,-81.9141346 26.5059523,-81.9142955 26.5060819,-81.9144327 26.5062322,-81.914545 26.5063939,-81.9146231 26.5065658,-81.9146607 26.5066682)",26682,1800590233,1800586012,662268908,,service,False,True,137.764,,,,parking_aisle,,,,,,,0.0
"LINESTRING (-81.9132634 26.5056196,-81.91318 26.5057807)",26683,1800590246,1800590149,168875732,,service,False,True,19.743,,,,parking_aisle,,,,,,,0.0
"LINESTRING (-81.9132634 26.5056196,-81.913282 26.5054809,-81.9132445 26.5054377,-81.9131475 26.5054146,-81.9129625 26.505393,-81.9128073 26.5054017,-81.9126705 26.5054089,-81.9124854 26.5054473,-81.912316 26.505513,-81.9121417 26.5055995,-81.9119647 26.5057147,-81.9118681 26.5057963,-81.9117679 26.5059004,-81.9116955 26.505982,-81.9116338 26.5060732,-81.9115868 26.5061608,-81.9115654 26.5062208,-81.9115587 26.5062916,-81.9115588 26.5063192)",26684,1800590246,6200136031,662267918,,service,False,True,238.884,,,,parking_aisle,,,,,,,0.0
"LINESTRING (-81.9132634 26.5056196,-81.9132012 26.5056019,-81.9130862 26.5055817,-81.912928 26.5055745,-81.9127241 26.5055865,-81.9125257 26.5056297,-81.9123616 26.5056907,-81.9122118 26.5057689,-81.9120938 26.5058529,-81.9120051 26.5059203,-81.9119181 26.5060072,-81.9118537 26.5060864,-81.9117947 26.5061764,-81.9117679 26.506246,-81.9117612 26.506312)",26685,1800590246,6200136033,662268542,,service,False,False,187.115,,,,parking_aisle,,,,,,,0.0
"LINESTRING (-81.9132634 26.5056196,-81.9133862 26.5056547,-81.9134452 26.5056739)",26686,1800590246,1800586022,662268908,,service,False,True,19.075,,,,parking_aisle,,,,,,,0.0
"LINESTRING (-81.9142691 26.5067577,-81.9144607 26.5067139)",26687,1800590268,1800590216,168875275,,service,False,False,19.678,,,,,,,,,,,0.0
"LINESTRING (-81.9142691 26.5067577,-81.9140625 26.5068049)",26688,1800590268,1800586024,168875275,,service,False,True,21.217,,,,,,,,,,,0.0
"LINESTRING (-81.9142691 26.5067577,-81.9141886 26.5065466,-81.9141189 26.5064458,-81.9140514 26.5063699,-81.9139553 26.5062874,-81.913869 26.5062283,-81.9137778 26.5061755,-81.9136388 26.5061242,-81.9137067 26.5059479)",26689,1800590268,1800590219,168875729,,service,False,False,119.339,,,,parking_aisle,,,,,,,0.0
